X,Y,DataZone,SUM_Recrea,Rank_1,Quintile,Nearest_gr,Parks_acce,Shape_Leng,Shape_Area,datazone_name
325680.5004,675379.129,S01008837,0,1,1,0,,2135.516116,89799.08098,Broughton North and Powderhall - 02
325344.667,675264.5675,S01008838,4.03,499,4,56,"Inverleith Park,Royal Botanic Gardens",2939.390718,169458.8385,Broughton North and Powderhall - 03
325627.6693,675090.5115,S01008839,0,1,1,0,,1442.597075,76532.59252,Broughton North and Powderhall - 04
325844.1926,675059.1875,S01008840,0,1,1,0,,1255.052249,65867.43214,Broughton South - 01
326027.752,675274.864,S01008841,0,1,1,0,,1785.354663,83173.10708,Broughton South - 02
326125.2814,675530.9925,S01008842,0,1,1,0,,1286.839443,95024.35953,Broughton South - 03
326334.742,675022.7485,S01008843,0,1,1,0,,2250.994189,92967.47257,Broughton South - 04
326135.3939,675059.7095,S01008844,0,1,1,0,,1095.124269,35080.01963,Broughton South - 05
326126.2175,674716.8595,S01008845,0,1,1,0,,2215.346292,114064.0536,New Town East and Gayfield - 01
325863.6488,674716.5,S01008846,0,1,1,0,,1820.861506,87989.3263,New Town East and Gayfield - 02
325769.6695,674597.5,S01008847,3.18,447,4,3,Princes Street Gardens East & West,1904.921781,49259.01287,New Town East and Gayfield - 03
325623.2715,674556.2485,S01008848,3.18,447,4,4,Princes Street Gardens East & West,1419.271668,51653.05687,New Town East and Gayfield - 04
325399.5269,674282,S01008849,3.18,447,4,25,Princes Street Gardens East & West,3294.418369,202455.4762,New Town West - 01
325088.0259,674426.5,S01008850,3.18,447,4,22,"Princes Street Gardens East & West,Inverleith Park",1430.709523,71918.61536,New Town West - 02
324841.5143,674438,S01008851,5.7,542,5,60,"Princes Street Gardens East & West,Inverleith Park",1695.379285,79065.78465,New Town West - 03
324645.1479,674094.5,S01008852,5.7,542,5,37,"Princes Street Gardens East & West,Inverleith Park",2676.900064,157260.1923,New Town West - 04
325503.7775,674763.5,S01008853,0,1,1,0,,1551.182174,57831.40009,Canonmills and New Town North - 01
325286.919,674590.4995,S01008854,3.18,447,4,4,Princes Street Gardens East & West,1467.153698,51281.39029,Canonmills and New Town North - 02
325168.2201,674733.6295,S01008855,5.7,542,5,31,"Inverleith Park,Princes Street Gardens East & West",2725.029525,121593.9331,Canonmills and New Town North - 03
325254.0822,674966.5,S01008856,2.52,400,3,27,"Inverleith Park,Royal Botanic Gardens",1030.887996,33992.8673,Canonmills and New Town North - 04
324853.4422,674914.5,S01008857,4.03,499,4,72,"Inverleith Park,Royal Botanic Gardens",1770.255539,108681.8459,Stockbridge - 01
324619.8449,674828.484,S01008858,4.03,499,4,83,"Inverleith Park,Royal Botanic Gardens",1568.10937,64694.30759,Stockbridge - 02
324781.7924,674654,S01008859,7.21,578,5,61,"Inverleith Park,Royal Botanic Gardens",1769.719394,69399.27719,Stockbridge - 03
324573.0034,674488.9665,S01008860,7.21,578,5,79,"Inverleith Park,Royal Botanic Gardens",1720.138219,72255.84857,Stockbridge - 04
324437.4311,674234.5,S01008861,5.7,542,5,76,"Inverleith Park,Royal Botanic Gardens",2652.373822,122700.2878,Stockbridge - 05
324326.1059,674522.799,S01008862,4.03,499,4,79,"Inverleith Park,Royal Botanic Gardens",1839.052951,56988.41244,Stockbridge - 06
324213.3282,674753.5,S01008863,4.03,499,4,83,"Inverleith Park,Royal Botanic Gardens",1937.008359,125064.2447,Stockbridge - 07
323564.5579,675036.5,S01008864,4.03,499,4,82,"Inverleith Park,Royal Botanic Gardens",4359.801618,473534.2119,Comely Bank - 01
323791.4421,674444.5,S01008865,2.52,400,3,30,Inverleith Park,1693.658698,90529.14966,Comely Bank - 02
324070.0092,674553.5,S01008866,2.52,400,3,75,Inverleith Park,1682.445862,50749.03011,Comely Bank - 03
324039.7145,674246,S01008867,2.52,400,3,26,Inverleith Park,2378.034612,110327.18,Comely Bank - 04
324726.4477,673766.138,S01008868,3.18,447,4,25,Princes Street Gardens East & West,3582.618053,284073.6278,Deans Village - 01
324203.6065,673897.5,S01008869,5.7,542,5,21,"Princes Street Gardens East & West,Inverleith Park",2866.729721,176198.7493,Deans Village - 02
323636.431,673954.5445,S01008870,0,1,1,0,,2722.391143,233796.6209,Deans Village - 03
323931.1863,673516.6185,S01008871,3.18,447,4,14,Princes Street Gardens East & West,2504.376408,151617.3626,Deans Village - 04
323883.3696,673269,S01008872,0,1,1,0,,2277.353262,122827.5755,Deans Village - 05
323340.5354,673470,S01008873,0,1,1,0,,2987.507525,390906.0973,Deans Village - 06
323330.3211,673012.431,S01008874,0,1,1,0,,1967.913451,134473.4256,Deans Village - 07
322885.2493,672949.5,S01008875,0,1,1,2,Saughton Park,2223.560555,126794.8575,Balgreen and Roseburn - 01
322370.8051,672879.5,S01008876,5.06,525,5,16,"Corstorphine Hill,Saughton Park",3348.104764,361968.1904,Balgreen and Roseburn - 02
321994.3637,672920.5,S01008877,5.06,525,5,22,"Corstorphine Hill,Saughton Park",1574.652213,68028.74197,Balgreen and Roseburn - 03
322123.0481,672757.5,S01008878,5.06,525,5,51,"Corstorphine Hill,Saughton Park",3048.665252,195667.4917,Balgreen and Roseburn - 04
321392.5329,672424,S01008879,5.06,525,5,51,"Corstorphine Hill,Saughton Park",3678.150618,563898.2288,Balgreen and Roseburn - 05
321433.6766,672867,S01008880,5.06,525,5,5,"Corstorphine Hill,Saughton Park",1721.145054,114277.5221,Balgreen and Roseburn - 06
321897.1034,673253.5005,S01008881,2.31,381,3,3,Corstorphine Hill,3978.27902,397725.5531,Murrayfield and Ravelston - 01
322485.424,673398.1715,S01008882,0,1,1,0,,2429.014548,214434.3064,Murrayfield and Ravelston - 02
322582.9611,673648.8055,S01008883,0,1,1,0,,3361.651137,354593.21,Murrayfield and Ravelston - 03
322438.6525,674133,S01008884,0,1,1,0,,3180.020889,243128.778,Murrayfield and Ravelston - 04
322981.4221,674055.5,S01008885,0,1,1,0,,3251.831038,298237.0891,Murrayfield and Ravelston - 05
323524.4881,674174,S01008886,0,1,1,0,,3112.933409,167598.1834,"Craigleith, Orchard Brae and Crewe Toll - 01"
323282.3069,674592,S01008887,2.52,400,3,35,Inverleith Park,4129.124429,311556.976,"Craigleith, Orchard Brae and Crewe Toll - 02"
323364.7186,675563,S01008888,2.52,400,3,26,Inverleith Park,1290.789495,69189.23755,"Craigleith, Orchard Brae and Crewe Toll - 03"
323047.7269,675510.5065,S01008889,0,1,1,0,,2029.016872,134561.0357,"Craigleith, Orchard Brae and Crewe Toll - 04"
322955.9698,675099.3695,S01008890,2.52,400,3,20,Inverleith Park,3050.370256,321825.0202,"Craigleith, Orchard Brae and Crewe Toll - 05"
322665.9623,674634.3995,S01008891,0,1,1,0,,2630.442221,263660.1435,"Craigleith, Orchard Brae and Crewe Toll - 06"
322151.6676,674501.567,S01008892,0,1,1,0,,4138.430644,190691.7774,Blackhall - 01
321786.2391,674671.67,S01008893,0,1,1,0,,2581.182157,211946.7328,Blackhall - 02
321847.8777,673955,S01008894,2.31,381,3,3,Corstorphine Hill,7990.248185,941565.6394,Blackhall - 03
321037.578,674591,S01008895,4.67,516,4,11,"Davidsons Mains Park,Corstorphine Hill",3478.247775,220744.1374,Blackhall - 04
320716.1049,674709,S01008896,4.67,516,4,18,"Davidsons Mains Park,Corstorphine Hill",2010.0696,126050.2397,Blackhall - 05
320997.5526,674954,S01008897,7.33,580,5,21,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",3429.627696,182773.5754,Blackhall - 06
321707.8915,674960,S01008898,0,1,1,0,,3389.818945,267414.8983,Blackhall - 07
321613.3891,675346.5,S01008899,0,1,1,0,,1675.713039,127663.437,Drylaw - 01
321965.9996,675256,S01008900,0,1,1,0,,2100.606945,181334.5958,Drylaw - 02
322291.0911,675129.0715,S01008901,0,1,1,0,,2560.415014,144102.0412,Drylaw - 03
322572.5433,675225.5,S01008902,0,1,1,0,,3020.118578,211512.8958,Drylaw - 04
322350.9994,675490.901,S01008903,0,1,1,0,,2193.767849,163933.0287,Drylaw - 05
322417.3358,675745.4445,S01008904,0,1,1,0,,2409.474182,121744.6821,West Pilton - 01
322058.1964,676066.5,S01008905,0,1,1,0,,1925.971369,107275.1812,West Pilton - 02
322293.7501,676054.163,S01008906,0,1,1,0,,2430.629459,121250.7837,West Pilton - 03
322560.5694,676189,S01008907,0,1,1,0,,1843.885824,112387.6603,West Pilton - 04
322910.3189,676052.4995,S01008908,0,1,1,0,,2544.621569,161488.4377,West Pilton - 05
322900.9392,676354.5,S01008909,0,1,1,0,,2029.532814,97228.17484,Boswall and Pilton - 01
323362.1357,676361.5,S01008910,0,1,1,0,,1551.57972,55377.10361,Boswall and Pilton - 02
323306.159,675982,S01008911,2.52,400,3,4,Inverleith Park,2604.191128,227373.5193,Boswall and Pilton - 03
323842.5455,676132.359,S01008912,1.51,263,2,2,Royal Botanic Gardens,1933.226039,104453.303,Boswall and Pilton - 04
323584.2003,676349.405,S01008913,0,1,1,0,,1755.818139,97286.97313,Boswall and Pilton - 05
324007.3949,676420.7395,S01008914,0,1,1,0,,3609.927809,151190.1263,Boswall and Pilton - 06
324079.32,676693.1395,S01008915,0,1,1,0,,1902.949363,87593.06476,Boswall and Pilton - 07
323818.0273,676823.5625,S01008916,0,1,1,0,,2043.237196,155131.3946,Granton South and Wardieburn - 01
323446.1499,676610.9275,S01008917,0,1,1,0,,1855.933741,100427.7938,Granton South and Wardieburn - 02
323444.7496,676809.9995,S01008918,0,1,1,0,,1061.350772,45570.35783,Granton South and Wardieburn - 03
323418.9371,676962.883,S01008919,0,1,1,0,,1026.086926,38056.41776,Granton South and Wardieburn - 04
323304.3245,677416.8,S01008920,1.46,262,2,3,Gypsy Brae Recreation Ground,7546.752242,542369.7304,Granton and Royston Mains - 01
323124.5961,676893.9455,S01008921,0,1,1,0,,2707.25067,191934.6585,Granton and Royston Mains - 02
323134.3692,676513,S01008922,0,1,1,0,,1654.370022,106040.3987,Granton and Royston Mains - 03
322733.2662,676530.199,S01008923,0,1,1,0,,1954.759104,85219.30777,Granton and Royston Mains - 04
322496.814,676416.812,S01008924,0,1,1,0,,2199.931442,114840.2085,Granton West and Salvesen - 01
322190.1946,676368.4335,S01008925,0,1,1,0,,1904.3813,90293.98354,Granton West and Salvesen - 02
322005.7131,676498.9905,S01008926,0,1,1,0,,1178.048733,66307.3119,Granton West and Salvesen - 03
321917.5943,676666,S01008927,0,1,1,1,Gypsy Brae Recreation Ground,950.1828124,34908.01876,Granton West and Salvesen - 04
321674.4133,676842,S01008928,6.46,568,5,12,"Lauriston Castle,Gypsy Brae Recreation Ground",8193.044019,1886949.594,Granton West and Salvesen - 05
321563.2875,676326.82,S01008929,0,1,1,0,,2340.332376,137877.2759,Muirhouse - 01
321685.7725,676085.4735,S01008930,0,1,1,0,,2683.534787,165035.2745,Muirhouse - 02
321789.1451,675729.301,S01008931,0,1,1,0,,2605.043568,225502.2618,Muirhouse - 03
321487.8533,675608.5,S01008932,0,1,1,0,,1318.211299,65946.39238,Muirhouse - 04
321359.5166,675899.9895,S01008933,0,1,1,0,,1498.064794,62077.8251,Muirhouse - 05
321155.8578,675968.621,S01008934,0,1,1,0,,1989.898423,99683.10196,Muirhouse - 06
321118.1499,675625.483,S01008935,5.02,524,5,13,"Lauriston Castle,Davidsons Mains Park",2245.54957,144795.5172,Silverknowes and Davidson's Mains - 01
320993.9927,675226.7045,S01008936,7.33,580,5,21,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",2216.057145,152783.5114,Silverknowes and Davidson's Mains - 02
320744.6491,675361.19,S01008937,7.33,580,5,21,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",2520.349222,173401.0899,Silverknowes and Davidson's Mains - 03
320752.2493,675851,S01008938,7.33,580,5,18,"Corstorphine Hill,Lauriston Castle,Davidsons Mains Park",2406.467578,151451.6265,Silverknowes and Davidson's Mains - 04
320054.2107,676419,S01008939,7.36,585,5,15,"Lauriston Castle,Davidsons Mains Park",7192.117429,1107531.967,Silverknowes and Davidson's Mains - 05
319814.9996,675715,S01008940,7.33,580,5,24,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",5494.238644,1254942.856,Silverknowes and Davidson's Mains - 06
319100.6501,676733.3,S01008941,0,1,1,0,,6439.136511,557045.0504,Cramond - 01
318596.534,676368.9995,S01008942,0,1,1,0,,2333.43448,196990.8023,Cramond - 02
318532.5038,676013,S01008943,0,1,1,0,,4495.07072,364700.1187,Cramond - 03
318649.6651,675564.5,S01008944,1.66,267,2,3,Cammo Estate,5524.195965,760572.4181,"Barnton, Cammo and Cramond South - 01"
317850.3407,674993.5,S01008945,1.66,267,2,12,Cammo Estate,3117.200086,241119.1502,"Barnton, Cammo and Cramond South - 02"
318441.4082,675014.5,S01008946,1.66,267,2,12,Cammo Estate,3115.006821,323780.5592,"Barnton, Cammo and Cramond South - 03"
319312.0282,675139.658,S01008947,4.67,516,4,7,"Davidsons Mains Park,Corstorphine Hill",2443.378667,285454.2759,"Barnton, Cammo and Cramond South - 04"
319025.4868,674718.4995,S01008948,4.67,516,4,9,"Davidsons Mains Park,Corstorphine Hill",3358.333459,193355.9086,Clermiston and Drumbrae - 01
319665.8919,674672,S01008949,4.67,516,4,7,"Davidsons Mains Park,Corstorphine Hill",2615.574914,204287.0237,Clermiston and Drumbrae - 02
320235.1563,674759.5,S01008950,4.67,516,4,19,"Davidsons Mains Park,Corstorphine Hill",3356.146967,372283.7224,Clermiston and Drumbrae - 03
319790.1761,674214.5,S01008951,2.31,381,3,3,Corstorphine Hill,2378.720194,117594.4041,Clermiston and Drumbrae - 04
319575.6652,673992.776,S01008952,2.31,381,3,2,Corstorphine Hill,1817.234298,105376.0333,Clermiston and Drumbrae - 05
319335.2228,674098,S01008953,2.31,381,3,2,Corstorphine Hill,2065.272105,137153.0524,Clermiston and Drumbrae - 06
319310.415,674437.5,S01008954,2.31,381,3,2,Corstorphine Hill,2673.095532,221356.3256,Clermiston and Drumbrae - 07
318780.6729,674659.9885,S01008955,0,1,1,1,Cammo Estate,2725.442741,161218.53,East Craigs North - 01
318650.6043,674381,S01008956,0,1,1,0,,2690.888962,153555.7773,East Craigs North - 02
318885.952,674356,S01008957,0,1,1,0,,1805.890466,124450.3938,East Craigs North - 03
318725.3922,673855.242,S01008958,0,1,1,1,Gyle Park & Playing Fields,2155.286603,123805.1506,East Craigs North - 04
318287.4733,673902.567,S01008959,0,1,1,0,,2088.752063,140842.0719,East Craigs North - 05
318209.4005,673408.868,S01008960,1.68,271,2,12,Gyle Park & Playing Fields,2541.131544,272955.8628,East Craigs South - 01
318526.7656,673655.904,S01008961,0,1,1,1,Gyle Park & Playing Fields,1797.992842,137268.7891,East Craigs South - 02
318686.6856,673338.987,S01008962,1.68,271,2,11,Gyle Park & Playing Fields,2108.801107,109994.2872,East Craigs South - 03
318476.8967,672965,S01008963,1.68,271,2,22,Gyle Park & Playing Fields,2017.561937,186285.0227,East Craigs South - 04
319039.346,673019.7845,S01008964,1.68,271,2,22,Gyle Park & Playing Fields,2211.7453,155815.7948,East Craigs South - 05
318992.5189,673502.9995,S01008965,0,1,1,2,Gyle Park & Playing Fields,2952.486521,207289.8052,East Craigs South - 06
318985.4269,673886.0005,S01008966,0,1,1,0,,1735.531554,131564.4925,East Craigs South - 07
319445.5571,673419.5,S01008967,1.68,271,2,4,Gyle Park & Playing Fields,3201.440757,274672.7694,Corstorphine North - 01
319823.8133,673696.5,S01008968,2.31,381,3,2,Corstorphine Hill,2605.363183,275219.8612,Corstorphine North - 02
320276.6646,674067.5,S01008969,4.67,516,4,8,"Davidsons Mains Park,Corstorphine Hill",4133.348361,539627.3125,Corstorphine North - 03
319768.5413,673173,S01008970,0,1,1,1,Gyle Park & Playing Fields,2767.920534,228624.9936,Corstorphine - 01
320290.9282,673241,S01008971,0,1,1,0,,2322.520957,130200.8381,Corstorphine - 02
320349.0207,673075.5,S01008972,0,1,1,0,,1927.784064,168062.9722,Corstorphine - 03
320816.8842,673520,S01008973,2.31,381,3,3,Corstorphine Hill,8633.22783,1277147.69,Corstorphine - 04
319685.8297,672852.4995,S01008974,1.68,271,2,5,Gyle Park & Playing Fields,2298.833461,148843.9843,Corstorphine - 05
319761.3743,672686.472,S01008975,1.68,271,2,4,Gyle Park & Playing Fields,3219.133039,174973.7972,Corstorphine - 06
320046.7256,672454.5,S01008976,0,1,1,1,Gyle Park & Playing Fields,2440.569545,111755.6606,Corstorphine - 07
320407.6663,672591,S01008977,0,1,1,0,,2558.169346,183174.0571,Carrick Knowe - 01
320755.5446,672454,S01008978,0,1,1,0,,1594.530701,72332.10597,Carrick Knowe - 02
320769.5312,672126.4995,S01008979,0,1,1,0,,1351.1117,74490.0365,Carrick Knowe - 03
320454.5964,672076,S01008980,0,1,1,0,,2256.904874,144737.001,Carrick Knowe - 04
320090.9139,672266.213,S01008981,0,1,1,0,,2241.003067,138146.5759,Corstorphine South - 01
320212.2389,671976.806,S01008982,0,1,1,0,,1454.787662,99837.55062,Corstorphine South - 02
319957.7364,671713.5,S01008983,1.23,252,2,11,Sighthill Park,1662.934087,89568.489,Corstorphine South - 03
319910.4996,671966,S01008984,0,1,1,0,,1464.294383,61074.66634,Corstorphine South - 04
319569.6129,671880,S01008985,2.91,445,4,21,"Sighthill Park,Gyle Park & Playing Fields",4116.652999,322567.329,Corstorphine South - 05
319629.1855,672283.5,S01008986,1.68,271,2,8,Gyle Park & Playing Fields,1645.079531,112230.5078,Corstorphine South - 06
319245.6518,672295,S01008987,1.68,271,2,22,Gyle Park & Playing Fields,2637.737488,139673.3418,South Gyle - 01
318899.4771,672590.9515,S01008988,1.68,271,2,23,Gyle Park & Playing Fields,3648.767882,414334.0757,South Gyle - 02
319142.2374,672033,S01008989,1.68,271,2,21,Gyle Park & Playing Fields,1692.67524,72934.62436,South Gyle - 03
318908.7845,671715,S01008990,2.91,445,4,22,"Sighthill Park,Gyle Park & Playing Fields",4267.767625,554793.4705,South Gyle - 04
318597.9189,672222.2315,S01008991,1.68,271,2,23,Gyle Park & Playing Fields,2129.985737,150136.3776,South Gyle - 05
317972.2309,671537.019,S01008992,1.68,271,2,22,Gyle Park & Playing Fields,9806.166158,2155162.757,South Gyle - 06
316294.4247,672381.5005,S01008993,3.34,454,4,33,"Gyle Park & Playing Fields,Cammo Estate",30317.43536,18051972.02,"Ratho, Ingliston and Gogar - 01"
313570.3969,670616,S01008994,0,1,1,0,,1963.731426,138206.0892,"Ratho, Ingliston and Gogar - 02"
313698.5385,671020.4685,S01008995,0,1,1,0,,6351.90629,412568.1642,"Ratho, Ingliston and Gogar - 03"
314328.8368,671772.5,S01008996,0,1,1,0,,14965.97794,5525954.402,"Ratho, Ingliston and Gogar - 04"
311902.726,671917.3672,S01008997,0,1,1,0,,28550.11453,12402868.05,"Dalmeny, Kirkliston and Newbridge - 01"
312173.2225,674092,S01008998,0,1,1,0,,2356.635547,197348.8953,"Dalmeny, Kirkliston and Newbridge - 02"
312421.8563,674420.87,S01008999,0,1,1,0,,3220.606385,227033.945,"Dalmeny, Kirkliston and Newbridge - 03"
313995.4355,674936.3035,S01009000,0,1,1,0,,11645.44573,5868814.732,"Dalmeny, Kirkliston and Newbridge - 04"
312001.9312,674808.6075,S01009001,0,1,1,0,,2051.287925,171184.2629,"Dalmeny, Kirkliston and Newbridge - 05"
314487.0917,677143.389,S01009002,1.66,267,2,6,Cammo Estate,35499.40157,22060041.88,"Dalmeny, Kirkliston and Newbridge - 06"
313973.4134,677983,S01009003,0,1,1,0,,6183.065458,863348.1389,Queensferry East - 01
313674.9462,677478.4995,S01009004,0,1,1,0,,2370.258306,111104.0435,Queensferry East - 02
312842.4776,677489.5,S01009005,0,1,1,0,,3343.693143,226058.9698,Queensferry East - 03
313020.5131,677793.0805,S01009006,0,1,1,0,,2755.28016,179961.224,Queensferry East - 04
313348.3999,677810,S01009007,0,1,1,0,,1953.256453,91596.78546,Queensferry East - 05
312698.8599,678093.6495,S01009008,0,1,1,0,,4105.135231,357132.9054,Queensferry East - 06
312304.6716,678535.5,S01009009,0,1,1,0,,2484.60637,210393.5156,Queensferry West - 01
312138.2407,678136.682,S01009010,0,1,1,0,,2549.606615,205712.1157,Queensferry West - 02
312231.0474,677871.8595,S01009011,0,1,1,0,,1737.741513,153232.9748,Queensferry West - 03
311754.9709,677926,S01009012,0,1,1,0,,1694.365106,119245.3229,Queensferry West - 04
311631.4938,678496,S01009013,0,1,1,0,,5408.285433,759403.4418,Queensferry West - 05
