X,Y,DataZone,SUM_Recrea,Rank_1,Quintile,Nearest_gr,Parks_acce,Shape_Leng,Shape_Area
321359.516605295,675899.989499715,S01008933,0,1,1,0,,1498.06479434,62077.825104
321155.857767243,675968.62099916,S01008934,0,1,1,0,,1989.89842287,99683.1019566
321118.149936607,675625.483000254,S01008935,5.02,524,5,13,"Lauriston Castle,Davidsons Mains Park",2245.54957003,144795.517171
320993.992732092,675226.704499835,S01008936,7.33,580,5,21,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",2216.05714481,152783.51137
320744.649115159,675361.189999636,S01008937,7.33,580,5,21,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",2520.34922171,173401.08992
320752.249307929,675850.99999911,S01008938,7.33,580,5,18,"Corstorphine Hill,Lauriston Castle,Davidsons Mains Park",2406.46757752,151451.6265
320054.210707982,676418.99999977,S01008939,7.36,585,5,15,"Lauriston Castle,Davidsons Mains Park",7192.11742877,1107531.96748
319814.999600618,675715.0,S01008940,7.33,580,5,24,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",5494.23864358,1254942.85626
319100.650084675,676733.299999953,S01008941,0,1,1,0,,6439.13651144,557045.050408
318596.533996805,676368.999500743,S01008942,0,1,1,0,,2333.43448026,196990.8023
318532.503792299,676013.0,S01008943,0,1,1,0,,4495.07072028,364700.118699
318649.665088413,675564.500000619,S01008944,1.66,267,2,3,Cammo Estate,5524.19596527,760572.41805
317850.34071374,674993.499999898,S01008945,1.66,267,2,12,Cammo Estate,3117.20008608,241119.150164
318441.408191631,675014.500000536,S01008946,1.66,267,2,12,Cammo Estate,3115.00682083,323780.55923
319312.028244605,675139.658000982,S01008947,4.67,516,4,7,"Davidsons Mains Park,Corstorphine Hill",2443.37866709,285454.275889
319025.48680006,674718.499499602,S01008948,4.67,516,4,9,"Davidsons Mains Park,Corstorphine Hill",3358.3334585,193355.908637
319665.891907711,674671.99999965,S01008949,4.67,516,4,7,"Davidsons Mains Park,Corstorphine Hill",2615.57491402,204287.023678
320235.156316801,674759.499999261,S01008950,4.67,516,4,19,"Davidsons Mains Park,Corstorphine Hill",3356.14696732,372283.72242
319790.176070485,674214.500000212,S01008951,2.31,381,3,3,Corstorphine Hill,2378.72019446,117594.404124
319575.66518342,673992.776000954,S01008952,2.31,381,3,2,Corstorphine Hill,1817.23429771,105376.033279
319335.222789904,674098.00000012,S01008953,2.31,381,3,2,Corstorphine Hill,2065.27210498,137153.052396
319310.415014476,674437.500000052,S01008954,2.31,381,3,2,Corstorphine Hill,2673.09553208,221356.325649
318780.672885631,674659.988500012,S01008955,0,1,1,1,Cammo Estate,2725.44274096,161218.529967
318650.60425127,674381.0,S01008956,0,1,1,0,,2690.88896189,153555.777294
318885.951958106,674356.0,S01008957,0,1,1,0,,1805.89046607,124450.393815
318725.392152263,673855.241999027,S01008958,0,1,1,1,Gyle Park & Playing Fields,2155.28660321,123805.150576
318287.473342468,673902.567000233,S01008959,0,1,1,0,,2088.7520628,140842.071858
318209.400498015,673408.868000558,S01008960,1.68,271,2,12,Gyle Park & Playing Fields,2541.13154432,272955.862763
318526.765609692,673655.90399984,S01008961,0,1,1,1,Gyle Park & Playing Fields,1797.99284154,137268.789142
318686.685551651,673338.986999634,S01008962,1.68,271,2,11,Gyle Park & Playing Fields,2108.8011071,109994.287212
318476.896658697,672965.0,S01008963,1.68,271,2,22,Gyle Park & Playing Fields,2017.56193719,186285.022694
319039.345983084,673019.784500875,S01008964,1.68,271,2,22,Gyle Park & Playing Fields,2211.74530045,155815.794763
318992.518869265,673502.999500499,S01008965,0,1,1,2,Gyle Park & Playing Fields,2952.48652119,207289.805177
318985.42694072,673886.000499252,S01008966,0,1,1,0,,1735.53155384,131564.4925
319445.557141665,673419.499999966,S01008967,1.68,271,2,4,Gyle Park & Playing Fields,3201.44075706,274672.769427
319823.813325484,673696.499999851,S01008968,2.31,381,3,2,Corstorphine Hill,2605.36318261,275219.86118
320276.664599853,674067.499999756,S01008969,4.67,516,4,8,"Davidsons Mains Park,Corstorphine Hill",4133.34836111,539627.312521
319768.54126667,673173.0,S01008970,0,1,1,1,Gyle Park & Playing Fields,2767.92053402,228624.993561
320290.928171424,673241.0,S01008971,0,1,1,0,,2322.52095694,130200.838077
320349.020684337,673075.500000048,S01008972,0,1,1,0,,1927.78406369,168062.972202
320816.88420238,673519.99999944,S01008973,2.31,381,3,3,Corstorphine Hill,8633.22783015,1277147.68976
319685.829651012,672852.499499922,S01008974,1.68,271,2,5,Gyle Park & Playing Fields,2298.83346076,148843.984314
319761.374332576,672686.47199959,S01008975,1.68,271,2,4,Gyle Park & Playing Fields,3219.13303938,174973.797231
320046.725621526,672454.499999019,S01008976,0,1,1,1,Gyle Park & Playing Fields,2440.56954525,111755.660578
320407.666266676,672591.0,S01008977,0,1,1,0,,2558.16934644,183174.057144
320755.54460005,672453.99999983,S01008978,0,1,1,0,,1594.53070122,72332.105967
320769.531246744,672126.499500038,S01008979,0,1,1,0,,1351.11170028,74490.0365
320454.596374161,672075.99999959,S01008980,0,1,1,0,,2256.90487415,144737.001031
320090.913904566,672266.212999047,S01008981,0,1,1,0,,2241.00306653,138146.575904
320212.23892175,671976.805999579,S01008982,0,1,1,0,,1454.7876623,99837.550624
319957.736442025,671713.5,S01008983,1.23,252,2,11,Sighthill Park,1662.93408727,89568.489
319910.49959998,671966.0,S01008984,0,1,1,0,,1464.29438302,61074.6663401
319569.612908027,671880.0,S01008985,2.91,445,4,21,"Sighthill Park,Gyle Park & Playing Fields",4116.6529994,322567.328983
319629.185497294,672283.500000215,S01008986,1.68,271,2,8,Gyle Park & Playing Fields,1645.07953099,112230.507833
319245.65182931,672295.0,S01008987,1.68,271,2,22,Gyle Park & Playing Fields,2637.73748806,139673.341768
318899.477134988,672590.951499365,S01008988,1.68,271,2,23,Gyle Park & Playing Fields,3648.76788197,414334.075739
319142.237416286,672032.99999907,S01008989,1.68,271,2,21,Gyle Park & Playing Fields,1692.67524015,72934.6243574
318908.784463462,671715.0,S01008990,2.91,445,4,22,"Sighthill Park,Gyle Park & Playing Fields",4267.76762456,554793.470465
318597.91886456,672222.231499189,S01008991,1.68,271,2,23,Gyle Park & Playing Fields,2129.98573692,150136.377639
317972.230857366,671537.018999557,S01008992,1.68,271,2,22,Gyle Park & Playing Fields,9806.16615793,2155162.75734
316294.424673829,672381.500498959,S01008993,3.34,454,4,33,"Gyle Park & Playing Fields,Cammo Estate",30317.4353594,18051972.0212
313570.396889839,670616.0,S01008994,0,1,1,0,,1963.73142591,138206.089222
313698.53845586,671020.468499431,S01008995,0,1,1,0,,6351.90629044,412568.16416
314328.836768237,671772.500000931,S01008996,0,1,1,0,,14965.9779449,5525954.40169
311902.726038601,671917.367150691,S01008997,0,1,1,0,,28550.1145279,12402868.0518
312173.22249156,674091.99999979,S01008998,0,1,1,0,,2356.63554732,197348.895305
312421.856319047,674420.870000553,S01008999,0,1,1,0,,3220.60638472,227033.944964
313995.435480463,674936.3035007,S01009000,0,1,1,0,,11645.4457325,5868814.73154
312001.93120255,674808.607499852,S01009001,0,1,1,0,,2051.28792549,171184.262882
314487.091672934,677143.389000147,S01009002,1.66,267,2,6,Cammo Estate,35499.4015715,22060041.8799
313973.413387402,677982.99999912,S01009003,0,1,1,0,,6183.06545836,863348.138853
313674.9461598,677478.499498927,S01009004,0,1,1,0,,2370.258306,111104.043512
312842.477629498,677489.500000474,S01009005,0,1,1,0,,3343.69314329,226058.969835
313020.513087056,677793.080499955,S01009006,0,1,1,0,,2755.28016043,179961.224033
313348.39985003,677810.0,S01009007,0,1,1,0,,1953.25645291,91596.7854579
312698.859902902,678093.649499972,S01009008,0,1,1,0,,4105.13523053,357132.905415
312304.671633513,678535.499999031,S01009009,0,1,1,0,,2484.60637005,210393.515626
312138.24069903,678136.68199936,S01009010,0,1,1,0,,2549.60661494,205712.115662
312231.047442362,677871.859500989,S01009011,0,1,1,0,,1737.741513,153232.974751
311754.970885693,677926.0,S01009012,0,1,1,0,,1694.36510641,119245.322945
311631.493847673,678496.0,S01009013,0,1,1,0,,5408.28543266,759403.441801
