X,Y,DataZone,SUM_Recrea,Rank_1,Quintile,Nearest_gr,Parks_acce,Shape_Leng,Shape_Area
324861.219938983,671300.0,S01008628,2.31,381,3,3,Hermitage of Braid/Blackford Hill & Pond,2666.03868858,116404.497691
324716.135963636,671421.499999904,S01008629,0,1,1,0,,1475.76550682,52591.4366871
324521.267688834,671305.99999984,S01008630,0,1,1,0,,1378.84491196,50690.893731
324506.459565628,671148.499999633,S01008631,0,1,1,2,Hermitage of Braid/Blackford Hill & Pond,1153.55814033,41594.3791149
324038.922463418,671150.0,S01008632,1.99,301,2,5,"Easter Craiglockhart Hill,Hermitage of Braid/Blackford Hill & Pond",3140.24020255,260048.304167
324081.639985079,671530.49400025,S01008633,1.99,301,2,3,Easter Craiglockhart Hill,4886.52397182,419462.115538
324094.528610667,672007.663499147,S01008634,3.66,460,4,4,The Meadows and Bruntsfield Links,2247.1559118,120212.93245
324296.879198807,671855.0,S01008635,3.66,460,4,22,The Meadows and Bruntsfield Links,3126.08250726,139942.55478
324387.217137353,671634.487500441,S01008636,3.66,460,4,4,The Meadows and Bruntsfield Links,3194.90723146,132544.156981
324810.396064606,672005.0,S01008637,3.66,460,4,33,The Meadows and Bruntsfield Links,3756.76282302,196899.037631
324720.442951232,672593.909500994,S01008638,3.66,460,4,33,The Meadows and Bruntsfield Links,1599.56779776,59109.543365
324518.290410709,672484.500000498,S01008639,3.66,460,4,31,The Meadows and Bruntsfield Links,1882.23861476,71779.6853666
324605.020254684,672359.499999927,S01008640,3.66,460,4,29,The Meadows and Bruntsfield Links,1278.14929178,47797.4834819
324548.87342017,672129.999499891,S01008641,3.66,460,4,19,The Meadows and Bruntsfield Links,1064.81787684,31697.883455
324406.111180639,672174.731499068,S01008642,3.66,460,4,12,The Meadows and Bruntsfield Links,2233.68491414,87137.5900261
324388.651385742,672361.500000056,S01008643,3.66,460,4,10,The Meadows and Bruntsfield Links,923.756311435,38973.2767045
324080.573066445,672417.739999198,S01008644,3.66,460,4,2,The Meadows and Bruntsfield Links,1952.31189714,42971.4271824
323939.21653343,672262.992499825,S01008645,0,1,1,0,,1239.30694954,26891.5944385
323794.612001211,672152.499999524,S01008646,0,1,1,0,,1601.41220475,51880.8492761
323555.440489608,672286.203500541,S01008647,0,1,1,0,,1108.37958945,35721.9644744
323653.753022807,672484.49699929,S01008648,0,1,1,0,,1749.75491587,52385.9095054
323759.518225641,672371.560000153,S01008649,0,1,1,0,,1270.70440835,36158.8871121
323939.08665142,672394.102499675,S01008650,0,1,1,0,,1298.33424277,22670.0818304
324255.84256077,672737.99999972,S01008651,3.66,460,4,21,The Meadows and Bruntsfield Links,3153.94678733,167184.197335
323920.112739459,672620.999500393,S01008652,0,1,1,0,,1483.42747535,38236.873692
323763.445433426,672740.862499356,S01008653,0,1,1,0,,1671.49796692,76550.122012
323931.150055551,672834.996499199,S01008654,0,1,1,0,,1220.37045506,34169.256715
323883.276881303,673076.379000936,S01008655,0,1,1,0,,2347.97765514,80919.5133822
324090.443879753,672910.499999616,S01008656,0,1,1,0,,946.724580667,21736.93765
324199.210887079,673006.226499262,S01008657,0,1,1,0,,1489.68210087,48128.6674229
324400.291747131,673009.718999895,S01008658,6.84,569,5,21,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1366.27736765,65701.5813124
324724.920855838,673133.148499146,S01008659,6.84,569,5,45,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2681.42091753,113086.982904
324674.26458369,673432.040500815,S01008660,6.84,569,5,43,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3151.97183233,239545.09601
325185.857600091,673207.5,S01008661,6.84,569,5,72,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2268.48640716,81307.313789
324927.764897758,673122.657500614,S01008662,6.84,569,5,60,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1244.44812524,29640.2828495
